lastName	yearOfBirth	yearOfDeath	fullName	job	location	yearPostingStart	yearPostingEnd	notes
ALSTON	1938		ALSTON, ROBERT J., C.M.G.	High Commissioner	New Zealand	1994	1998	
AMHERST	1773	1857	AMHERST, Rt. Hon. WILLIAM P., 1st LORD, G.C.B. (later 1st EARL AMHERST)	Minister	Two Sicilies	1809	1811	
AMHERST	1773	1857	AMHERST, Rt. Hon. WILLIAM P., 1st LORD, G.C.B. (later 1st EARL AMHERST)	Governor-General	India	1823	1828	
AMORY	1899	1981	AMORY, Rt. Hon. DERICK, 1st VISCOUNT, K.G., G.C.M.G., T.D.	High Commissioner	Canada	1961	1963	
AMOS	1954		AMOS, Rt. Hon. BARONESS	High Commissioner	Australia	2009	2010	
AMPTHILL			AMPTHILL					
AMY	1932	2016	AMY, DENNIS O., C.M.G., O.B.E.	Head of Migration and Visa Department	Foreign and Commonwealth Office	1985	1986	
AMY	1932	2016	AMY, DENNIS O., C.M.G., O.B.E.	Consul-General	Bordeaux	1986	1989	
AMY	1932	2016	AMY, DENNIS O., C.M.G., O.B.E.	Ambassador	Madagascar	1990	1992	
ANDERSON	1937		ANDERSON, DAVID H., C.M.G.	Deputy Legal Adviser	Foreign and Commonwealth Office	1987	1989	
ANDERSON	1937		ANDERSON, DAVID H., C.M.G.	Second Legal Adviser	Foreign and Commonwealth Office	1989	1996	
ANDERSON	1913	1983	ANDERSON, GEORGE D., C.M.G.	Counsellor, Embassy	Ireland	1960	1960	
ANDERSON	1913	1983	ANDERSON, GEORGE D., C.M.G.	Head of Technical Assistance Department	Commonwealth Relations Office	1960	1961	
ANDERSON	1913	1983	ANDERSON, GEORGE D., C.M.G.	Deputy High Commissioner	Ceylon	1961	1966	
ANDERSON	1913	1983	ANDERSON, GEORGE D., C.M.G.	Counsellor and Head of Chancery	Chancery, High Commission, Nigeria	1967	1969	
ANDERSON	1913	1983	ANDERSON, GEORGE D., C.M.G.	High Commissioner	Botswana	1969	1973	
ANDERSON	1831	1896	ANDERSON, SIR H. PERCY, K.C.B., K.C.M.G.	Senior Clerk, German Department, Foreign Office		1873	1883	
ANDERSON	1831	1896	ANDERSON, SIR H. PERCY, K.C.B., K.C.M.G.	Senior Clerk, Consular and African Department, Foreign Office		1883	1893	
ANDERSON	1831	1896	ANDERSON, SIR H. PERCY, K.C.B., K.C.M.G.	Assistant Under-Secretary for Foreign Affairs		1894	1896	
ANDERSON	1968		ANDERSON, JENNIFER E.	High Commissioner	Botswana	2010	2013	
ANDERSON	1968		ANDERSON, JENNIFER E.	Head of Counter-Terrorism Department	Foreign and Commonwealth Office	2014	2016	
ANDERSON	1968		ANDERSON, JENNIFER E.	Minister Counsellor and Deputy Head of Mission	Turkey	2017		
ANDREWS	1892	1978	ANDREWS, CYRIL F.W.	Minister	Dominican Republic	1943	1945	
ANDREWS	1892	1978	ANDREWS, CYRIL F.W.	Consul-General	Lourenco Marques	1947	1949	
ANDREWS	1892	1978	ANDREWS, CYRIL F.W.	Consul-General	Algiers	1949	1952	
ANGLIN	1923	1999	ANGLIN, ERIC J.	Inspector		1973	1976	
ANGLIN	1923	1999	ANGLIN, ERIC J.	Charge d’Affaires	Chile	1978	1979	
ANGLIN	1923	1999	ANGLIN, ERIC J.	Consul-General	Australia	1979	1983	
ANGST	1847	1922	ANGST, SIR HENRY, K.C.M.G.	Consul-General	Zurich	1896	1915	
ANNELLS			ANNELLS, VICTOR	Consul-General	Milan	2011	2014	
ANNELLS			ANNELLS, VICTOR	Director, U.K. Trade and Investment, Saudi Arabia		2014		
ANNESLEY			ANNESLEY, GEORGE R.L. (18_-1891)	Consul-General	Hamburg	1880	1885	
ANSTEY	1910	1991	ANSTEY, SIDNEY H.	Consul-General	Bilbao	1966	1967	
ANSTEY	1910	1991	ANSTEY, SIDNEY H.	Consul-General	Atlanta	1968	1970	
ANTROBUS	1793	1861	ANTROBUS, GIBBS C.	Secretary of Legation	U.S.A.	1816	1821	
ANTROBUS	1793	1861	ANTROBUS, GIBBS C.	Secretary of Legation. Sardinia-Piedmont		1823	1824	
ANTROBUS	1793	1861	ANTROBUS, GIBBS C.	Secretary of Legation	Two Sicilies	1824	1826	
ANTROBUS	1895	1985	ANTROBUS, MAURICE E., C.M.G., O.B.E.	Political Secretary	South Africa	1935	1939	
ANTROBUS	1895	1985	ANTROBUS, MAURICE E., C.M.G., O.B.E.	Official Secretary	Australia	1941	1944	
ANTROBUS	1895	1985	ANTROBUS, MAURICE E., C.M.G., O.B.E.	Official Secretary	New Zealand	1944	1945	
ANTROBUS	1895	1985	ANTROBUS, MAURICE E., C.M.G., O.B.E.	Head of General Department	Commonwealth Relations Office	1952	1954	
ANTROBUS	1895	1985	ANTROBUS, MAURICE E., C.M.G., O.B.E.	Head of Protocol Department	Commonwealth Relations Office	1954	1955	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Financial Counsellor	France	1979	1982	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Head of Economic Relations Department	Foreign and Commonwealth Office	1982	1984	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Principal Private Secretary	Foreign Secretary	1984	1986	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Ambassador	Hungary	1986	1989	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Deputy Secretary (Overseas and Defence)	Cabinet Office	1989	1991	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Deputy Under-Secretary for Foreign and Commonwealth Affairs and Political Director		1991	1994	
APPLEYARD	1938		APPLEYARD, SIR LEONARD V., K.C.M.G.	Ambassador	China	1994	1997	
ARBUTHNOT	1767	1850	ARBUTHNOT, Rt. Hon. CHARLES	Secretary of Legation	Sweden	1795	1799	
ARBUTHNOT	1767	1850	ARBUTHNOT, Rt. Hon. CHARLES	Envoy	Sweden	1802	1804	
ARBUTHNOT	1767	1850	ARBUTHNOT, Rt. Hon. CHARLES	Ambassador	Turkey	1804	1807	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Head of European Integration (External), Department, Foreign and Commonwealth Office		1975	1977	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Economic Counsellor	France	1978	1980	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Counsellor and Head of Chancery, Embassy	France	1980	1983	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Ambassador	Romania	1986	1989	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Ambassador	Portugal	1989	1993	
ARBUTHNOTT	1936		ARBUTHNOTT, HUGH J., C.M.G.	Ambassador	Denmark	1993	1996	
ARCHER	1939		ARCHER, GRAHAM R., C.M.G.	Counsellor and Head of Chancery, Embassy	South Africa	1982	1986	
ARCHER	1939		ARCHER, GRAHAM R., C.M.G.	Counsellor, Embassy	the Netherlands	1986	1990	
ARCHER	1939		ARCHER, GRAHAM R., C.M.G.	Head of Republic of Ireland Department	Foreign and Commonwealth Office	1990	1994	
ARCHER	1939		ARCHER, GRAHAM R., C.M.G.	High Commissioner	Malta	1995	1999	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	Head of North East Asia and Pacific Department	Foreign and Commonwealth Office	2001	2002	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	Head of Near East and North Africa Department	Foreign and Commonwealth Office	2002	2005	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	High Commissioner	Malta	2005	2008	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	Ambassador	Denmark	2008	2012	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	Managing Director, Policy and Network Development, U.K. Trade and Investment		2014	2017	
ARCHER	1960		ARCHER, NICHOLAS S., M.V.O.	Ambassador	Czech Republic	2018		
ARCHER	1892	1970	ARCHER, NORMAN E., C.M.G., O.B.E.	Official Secretary	Canada	1932	1936	
ARCHER	1892	1970	ARCHER, NORMAN E., C.M.G., O.B.E.	Principal Private Secretary	Secretary of State for the Dominions	1939	1940	
ARCHER	1892	1970	ARCHER, NORMAN E., C.M.G., O.B.E.	Assistant Secretary	Dominions Office	1941	1944	
ARCHER	1892	1970	ARCHER, NORMAN E., C.M.G., O.B.E.	Assistant Under-Secretary for Commonwealth Relations		1948	1949	
ARCHIBALD	1810	1884	ARCHIBALD, SIR EDWARD M., K.C.M.G., C.B.	Consul-General	New York	1871	1883	
ARCULUS	1923	2016	ARCULUS, SIR RONALD, K.C.M.G.	Head of Science and Technology Department	Foreign and Commonwealth Office	1970	1972	
ARCULUS	1923	2016	ARCULUS, SIR RONALD, K.C.M.G.	Minister (Economic)	France	1973	1977	
ARCULUS	1923	2016	ARCULUS, SIR RONALD, K.C.M.G.	Leader	U.K. Delegation to U.N. Conference on Law of the Sea	1977	1979	
ARCULUS	1923	2016	ARCULUS, SIR RONALD, K.C.M.G.	Ambassador	Italy	1979	1983	
ARKWRIGHT	1962		ARKWRIGHT, PAUL T., C.M.G.	Counsellor (Political)	U.K. Delegation to N.A.T.O.	2001	2005	
ARKWRIGHT	1962		ARKWRIGHT, PAUL T., C.M.G.	Head of Counter-Proliferation Department	Foreign and Commonwealth Office	2006	2009	
ARKWRIGHT	1962		ARKWRIGHT, PAUL T., C.M.G.	Ambassador	Netherlands	2009	2013	
ARKWRIGHT	1962		ARKWRIGHT, PAUL T., C.M.G.	Director, Multilateral Policy, Foreign and Commonwealth Office		2013	2015	
ARKWRIGHT	1962		ARKWRIGHT, PAUL T., C.M.G.	High Commissioner	Nigeria	2015		
ARMITAGE	1924	2004	ARMITAGE, HENRY ST.J. B., C.B.E.	Consul-General	United Arab Emirates	1974	1978	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Counsellor and Head of Chancery/Deputy Head of Mission	Oman	1991	1994	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Consul-General	Dubai	1997	2000	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Head of North America Department	Foreign and Commonwealth Office	2000	2003	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Senior Civilian Instructor	Royal College of Defence Studies	2003	2005	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Consul-General	Toronto	2005	2009	
ARMOUR	1951		ARMOUR, NICHOLAS H.S.	Director, International Group, U.K. Trade and Investment		2009	2012	
ARMSTRONG	1861	1938	ARMSTRONG, SIR HARRY GLOSTER-, K.C.M.G., K.B.E.	Consul-General	Boston	1919	1920	
ARMSTRONG	1861	1938	ARMSTRONG, SIR HARRY GLOSTER-, K.C.M.G., K.B.E.	Consul-General	New York	1920	1931	
ARNOLD			ARNOLD, CATHERINE E.J.	Ambassador	Mongolia	2015	2018	
ARON	1959		ARON, MICHAEL D.	Head of Management Consultancy and Inspection Department	Foreign and Commonwealth Office	1998	1999	
ARON	1959		ARON, MICHAEL D.	Counsellor and Deputy Head of Mission	Jordan	1999	2002	
ARON	1959		ARON, MICHAEL D.	Counsellor (Political)	U.K. Permanent Representation to the European Union	2002	2006	
ARON	1959		ARON, MICHAEL D.	Ambassador	Kuwait	2008	2009	
ARON	1959		ARON, MICHAEL D.	Head of Middle East Department	Foreign and Commonwealth Office	2010	2011	
ARON	1959		ARON, MICHAEL D.	Ambassador	Iraq	2011	2012	
ARON	1959		ARON, MICHAEL D.	Ambassador	Libya	2013	2015	
ARON	1959		ARON, MICHAEL D.	Ambassador	Sudan	2015		
ARON	1951		ARON, RACHEL A.G.	Ambassador	Belgium	2007	2010	
ARRAN			ARRAN					
ARTHINGTON-DAVY	1920	1993	ARTHINGTON-DAVY, HUMPHREY A., L.V.O., O.B.E.	Deputy High Commissioner	Mauritius	1968	1970	
ARTHINGTON-DAVY	1920	1993	ARTHINGTON-DAVY, HUMPHREY A., L.V.O., O.B.E.	High Commissioner to Tonga, 1973-1980, and Western Samoa		1973	1977	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Counsellor, Embassy	United Arab Republic	1959	1963	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Head of Permanent Under-Secretary’s Department	Foreign Office	1963	1966	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Head of Defence Department	Foreign Office	1966	1966	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Ambassador	Kuwait	1967	1968	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Assistant Under-Secretary for Foreign Affairs (Middle East and North Africa)		1968	1970	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Political Resident	Persian Gulf	1970	1971	
ARTHUR	1920	1984	ARTHUR, SIR GEOFFREY G., K.C.M.G.	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Defence and Intelligence)		1973	1975	
ARTHUR	1923	2010	ARTHUR, JAMES S., C.M.G.	Counsellor	Kenya	1967	1970	
ARTHUR	1923	2010	ARTHUR, JAMES S., C.M.G.	Deputy High Commissioner	Malta	1970	1973	
ARTHUR	1923	2010	ARTHUR, JAMES S., C.M.G.	High Commissioner	Fiji	1974	1978	
ARTHUR	1923	2010	ARTHUR, JAMES S., C.M.G.	High Commissioner to Barbados and British Government Representative to the West Indian Associated States		1978	1982	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Head of European Community (Internal) Department	Foreign and Commonwealth Office	1988	1993	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Counsellor and Head of Chancery, Embassy	France	1993	1997	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Director, Resources and Chief Inspector, Foreign and Commonwealth Office		1997	1999	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Minister	U.S.A.	1999	2000	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Director, Economic, Foreign and Commonwealth Office		2001		
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Director-General, European Union and Economic, Foreign and Commonwealth Office			2003	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	High Commissioner	India	2003	2007	
ARTHUR	1950		ARTHUR, SIR MICHAEL A., K.C.M.G.	Ambassador	Germany	2007	2010	
ASHBURNHAM	1803	1848	ASHBURNHAM, Hon. CHARLES	Secretary of Legation	Mexico	1835	1841	
ASHCROFT	1961		ASHCROFT, ANDREW R.	Ambassador	Dominican Republic and Haiti	2002	2006	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Counsellor and Head of Chancery, Embassy	Ethiopia	1962	1964	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Counsellor and Head of Chancery, Embassy	Cuba	1964	1966	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Head of Security Department	Foreign Office	1966	1969	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Minister	Japan	1969	1971	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Ambassador	Romania	1972	1975	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Ambassador	Argentina	1975	1977	
ASHE	1919	2000	ASHE, SIR DERICK R., K.C.M.G.	Permanent Representative to the Disarmament Conference	Geneva	1977	1979	
ASHFORD	1924	2006	ASHFORD, WILLIAM S., O.B.E.	Consul-General	Australia	1977	1980	
ASHFORD	1924	2006	ASHFORD, WILLIAM S., O.B.E.	High Commissioner	Vanuatu	1980	1982	
ASHTON	1956		ASHTON, JOHN	Head of Environment, Science and Energy/Environmental Policy Department, Foreign and Commonwealth Office		1998	2002	
ASHTON-GWATKIN	1889	1976	ASHTON-GWATKIN, FRANK T.A., C.B., C.M.G.	Counsellor, Embassy	U.S.S.R.	1929	1930	
ASHTON-GWATKIN	1889	1976	ASHTON-GWATKIN, FRANK T.A., C.B., C.M.G.	Head of the Economic Relations Department	Foreign Office	1934	1939	
ASHTON-GWATKIN	1889	1976	ASHTON-GWATKIN, FRANK T.A., C.B., C.M.G.	Assistant Under-Secretary for Foreign Affairs and Chief Clerk		1940	1944	
ASHTON-GWATKIN	1889	1976	ASHTON-GWATKIN, FRANK T.A., C.B., C.M.G.	Senior Inspector	Foreign Office	1944	1947	
ASHTOWN			ASHTOWN					
ASHWORTH	1950		ASHWORTH, PATRICK	High Commissioner	Belize	2009	2013	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Deputy High Commissioner	Sierra Leone	1961	1963	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Head of East Africa Political Department	Commonwealth Relations Office	1963	1965	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Counsellor and Head of Chancery, Embassy	Israel	1966	1969	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Head of Personnel Policy Department	Foreign and Commonwealth Office	1971	1973	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Africa)		1974	1976	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	High Commissioner	Malta	1976	1979	
ASPIN	1922	2011	ASPIN, NORMAN, C.M.G.	Assistant Under-Secretary for Foreign and Commonwealth Affairs (West and East Africa)		1979	1980	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Minister	Argentina	1997	2001	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Counsellor and Deputy Head of Mission	Saudi Arabia	2001	2004	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Counsellor and Deputy Head of Mission	Iraq	2004	2004	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Director, Iraq, Foreign and Commonwealth Office		2004	2006	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Ambassador	Iraq	2006	2007	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Ambassador	Egypt	2007	2011	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	Ambassador	Libya	2011	2012	
ASQUITH	1957		ASQUITH, Hon. SIR DOMINIC A.G., K.C.M.G.	High Commissioner	India	2016		
ASTBURY	1971		ASTBURY, NICHOLAS P.	Ambassador	Eritrea	2006	2008	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Inspector/Head of Management Review Staff	Foreign and Commonwealth Office	1984	1986	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Economic and Commercial Counsellor	Pakistan	1986	1990	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Counsellor and Head of Chancery/Deputy Head of Mission	Denmark	1990	1994	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Head of Human Rights Department	Foreign and Commonwealth Office	1994	1996	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Assistant Under-Secretary for Foreign and Commonwealth Affairs and Vice-Marshal of the Diplomatic Corps		1996	1999	
ASTLEY	1943		ASTLEY, PHILIP S., C.V.O.	Ambassador	Denmark	1999	2003	
ASTON			ASTON, SIR ARTHUR, G.C.B. (17_-1860)	Secretary of Legation	Brazil	1826	1833	
ASTON			ASTON, SIR ARTHUR, G.C.B. (17_-1860)	Secretary of Embassy	France	1833	1839	
ASTON			ASTON, SIR ARTHUR, G.C.B. (17_-1860)	Minister	Spain	1840	1843	
ASTON	1922	1981	ASTON, THOMAS W., C.M.G.	Deputy High Commissioner	Uganda	1964	1965	
ASTON	1922	1981	ASTON, THOMAS W., C.M.G.	Inspector		1969	1972	
ASTON	1922	1981	ASTON, THOMAS W., C.M.G.	Senior British Trade Commissioner	Hong Kong	1972	1974	
ASTON	1922	1981	ASTON, THOMAS W., C.M.G.	Consul-General	Los Angeles	1974	1981	
ATKINSON			ATKINSON, GILLIAN	Counsellor and Deputy Head of Mission	Poland	2012	2013	
ATKINSON	1944	2006	ATKINSON, JAMES O., C.M.G.	Deputy High Commissioner	Uganda	1993	1997	
ATKINSON	1944	2006	ATKINSON, JAMES O., C.M.G.	Ambassador	Democratic Republic of the Congo	2000	2004	
ATKINSON	1932		ATKINSON, MICHAEL W., C.M.G., M.B.E.	Counsellor and Head of Chancery, Embassy	Hungary	1977	1980	
ATKINSON	1932		ATKINSON, MICHAEL W., C.M.G., M.B.E.	Counsellor and Head of Chancery, Embassy	China	1980	1982	
ATKINSON	1932		ATKINSON, MICHAEL W., C.M.G., M.B.E.	Head of Consular Department	Foreign and Commonwealth Office	1983	1985	
ATKINSON	1932		ATKINSON, MICHAEL W., C.M.G., M.B.E.	Ambassador	Ecuador	1985	1989	
ATKINSON	1932		ATKINSON, MICHAEL W., C.M.G., M.B.E.	Ambassador	Romania	1989	1992	
ATTEWELL	1937		ATTEWELL, BRIAN	Commercial Counsellor	Belgium	1988	1992	
ATTEWELL	1937		ATTEWELL, BRIAN	High Commissioner	Bahamas	1992	1996	
ATTWOOD	1948		ATTWOOD, STEWART G.	Head of Home Estates Department	Foreign and Commonwealth Office	1997		
AUCKLAND	1745	1814	AUCKLAND, Rt. Hon. WILLIAM, 1st LORD	Ambassador	Spain	1788	1789	
AUCKLAND	1745	1814	AUCKLAND, Rt. Hon. WILLIAM, 1st LORD	Ambassador	Netherlands	1790	1793	
AUCKLAND			AUCKLAND					
AUDLAND	1926		AUDLAND, SIR CHRISTOPHER J., K.C.M.G.	Head of Scientific Relations/Science and Technology Department	Foreign and Commonwealth Office	1968	1970	
AUDLAND	1926		AUDLAND, SIR CHRISTOPHER J., K.C.M.G.	Counsellor and Head of Chancery, Embassy	Federal Republic of Germany	1970	1973	
AUDLAND	1926		AUDLAND, SIR CHRISTOPHER J., K.C.M.G.	Deputy Secretary-General	European Economic Community	1973	1981	
AUDLAND	1926		AUDLAND, SIR CHRISTOPHER J., K.C.M.G.	Director-General for Energy	European Commission	1981	1986	
AUST	1942		AUST, ANTHONY L, C.M.G.	Deputy Legal Adviser	Foreign and Commonwealth Office	2000	2002	
AUSTEN	1955		AUSTEN, RICHARD J., M.B.E.	Ambassador	Panama	2006	2011	
AUSTIN	1938		AUSTIN, BRIAN P.	Deputy High Commissioner	Nigeria	1981	1984	
AUSTIN	1938		AUSTIN, BRIAN P.	Head of Communications Operations Department	Foreign and Commonwealth Office	1984		
AUSTIN	1938		AUSTIN, BRIAN P.	Commercial Counsellor	Sweden	1989	1993	
AUSTIN	1938		AUSTIN, BRIAN P.	Consul-General	Vancouver	1993	1998	
AVELING	1893	1954	AVELING, ARTHUR F., C.M.G., C.B.E.	Counsellor, Embassy	Poland	1935	1937	
AVELING	1893	1954	AVELING, ARTHUR F., C.M.G., C.B.E.	Counsellor, Embassy	Belgium	1937	1940	
AVERY	1921	1983	AVERY, DAVID R., O.B.E.	Head of Claims Department	Foreign and Commonwealth Office	1978	1980	
AVES			AVES, JONATHAN J.	Joint Ambassador	Armenia	2012	2014	
AXWORTHY			AXWORTHY, SALLY, M.B.E.	Ambassador	Holy See	2016		
AYRE	1966		AYRE, ANDREW	High Commissioner to Guyana and Ambassador to Surinam		2011	2015	
BACHE	1939		BACHE, ANDREW P.F., C.M.G.	Counsellor and Head of Chancery, Embassy	Japan	1981	1985	
BACHE	1939		BACHE, ANDREW P.F., C.M.G.	Counsellor, Embassy	Turkey	1985	1988	
BACHE	1939		BACHE, ANDREW P.F., C.M.G.	Head of Personnel Services Department	Foreign and Commonwealth Office	1988	1990	
BACHE	1939		BACHE, ANDREW P.F., C.M.G.	Ambassador	Romania	1992	1996	
BACHE	1939		BACHE, ANDREW P.F., C.M.G.	Ambassador	Denmark	1996	1999	
BACKHOUSE	1784	1845	BACKHOUSE, JOHN	Permanent Under-Secretary for Foreign Affairs		1827	1842	
BACON	1941		BACON, PETER J.	Commercial Counsellor and Deputy Head of Mission	Indonesia	1992	1995	
BACON	1941		BACON, PETER J.	Consul-General	Houston	1995	2001	
BAGGALLAY	1897	1943	BAGGALLAY, H. LACY,	(Acting) Head of Eastern Department	Foreign Office	1939	1940	
BAGGALLAY	1897	1943	BAGGALLAY, H. LACY,	Counsellor, Embassy	U.S.S.R.	1941	1943	
BAGGE	1877	1967	BAGGE, SIR J. PICTON, Bt., C.M.G.	Director, Foreign Division, Department of Overseas Trade		1928	1937	
BAGOT	1781	1843	BAGOT, Rt. Hon. Sir CHARLES, G.C.B.	Minister	U.S.A.	1815	1820	
BAGOT	1781	1843	BAGOT, Rt. Hon. Sir CHARLES, G.C.B.	Ambassador	Russia	1820	1824	
BAGOT	1781	1843	BAGOT, Rt. Hon. Sir CHARLES, G.C.B.	Ambassador	Netherlands	1824	1832	
BAGOT	1781	1843	BAGOT, Rt. Hon. Sir CHARLES, G.C.B.	Governor-General	Canada	1841	1843	
BAILES	1949	2016	BAILES, ALYSON J.K., C.M.G.	Counsellor and Head of Chancery, Embassy	China	1987	1989	
BAILES	1949	2016	BAILES, ALYSON J.K., C.M.G.	Counsellor and Deputy Head of Mission	Norway	1990	1993	
BAILES	1949	2016	BAILES, ALYSON J.K., C.M.G.	Head of Security Policy Department	Foreign and Commonwealth Office	1994	1996	
BAILES	1949	2016	BAILES, ALYSON J.K., C.M.G.	Ambassador	Finland	2000	2002	
BAILEY	1882	1967	BAILEY, Lieutenant-Colonel FREDERICK M., C.I.E.	Minister	Nepal	1935	1938	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Counsellor, Embassy	U.S.A.	1955	1957	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Counsellor, Embassy	Sudan	1957	1960	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Consul-General	Gothenburg	1963	1965	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Minister	Iraq	1965	1967	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Ambassador	Bolivia	1967	1971	
BAILEY	1917	2010	BAILEY, RONALD W., C.M.G.	Ambassador	Morocco	1971	1975	
BAILLIE	1932	2009	BAILLIE, ALASTAIR T.	Counsellor and Head of Chancery, Embassy	Ethiopia	1980	1981	
BAILLIE	1932	2009	BAILLIE, ALASTAIR T.	Commercial Counsellor	Venezuela	1981	1983	
BAILLIE	1932	2009	BAILLIE, ALASTAIR T.	Governor	Anguilla	1983	1987	
BAILLIE	1932	2009	BAILLIE, ALASTAIR T.	Deputy High Commissioner	India	1987	1991	
BAILLIE	1824	1874	BAILLIE, EVAN P. M.	Secretary of Legation	Brazil	1859	1861	
BAILLIE	1824	1874	BAILLIE, EVAN P. M.	Secretary of Legation	Wurttemberg	1861	1871	
BAILLIE	1824	1874	BAILLIE, EVAN P. M.	Charge d’Affaires	Hesse-Darmstadt and Baden	1871	1873	
BAILLIE	1896	1960	BAILLIE, JOHN G.	Minister	Liberia	1949	1951	
BAILLIE	1896	1960	BAILLIE, JOHN G.	Consul-General	Gothenburg	1951	1955	
BAILLIE HAMILTON	1798	1850	BAILLIE HAMILTON, SIR GEORGE	Secretary of Legation	Belgium	1833	1835	
BAILLIE HAMILTON	1798	1850	BAILLIE HAMILTON, SIR GEORGE	Secretary of Legation	Prussia	1835	1846	
BAILLIE HAMILTON	1798	1850	BAILLIE HAMILTON, SIR GEORGE	Minister	Tuscany	1845	1850	
BAIRD	1962		BAIRD, NICHOLAS G.F., C.M.G., C.V.O.	Counsellor and Deputy Head of Mission	Oman	1997	1998	
BAIRD	1962		BAIRD, NICHOLAS G.F., C.M.G., C.V.O.	Counsellor	U.K. Delegation to the European Union	1998	2002	
